Code_Substance;code_Nom_Substance;Nom_Substance;Flag_Substance
00930;00930    ;zinc (peroxyde de);ANS nom préféré
00931;10838    ;zinc (sulfate de) heptahydraté;ANS nom préféré
01119;01119    ;zinc (sulfate de) monohydraté;ANS nom préféré
08496;94265;zincum muriaticum ((Homéopathie));ANS nom préféré
82102;79820;zincum oxydatum ((Homéopathie));ANS nom préféré
11843;17576;zincum valerianicum ((Homéopathie));ANS nom préféré
96648;96648    ;zofénopril;ANS nom préféré
66422;66422    ;zofénopril calcique;ANS nom préféré
41881;77580    ;zolédronique (acide) anhydre;ANS nom préféré
98588;49369    ;zolédronique (acide) monohydraté;ANS nom préféré
78975;78975    ;zolmitriptan;ANS nom préféré
25975;25975    ;zolpidem (tartrate de);ANS nom préféré
24996;24996    ;zonisamide;ANS nom préféré
12999;12999    ;zopiclone;ANS nom préféré
91930;91930    ;zuclopenthixol;ANS nom préféré
08137;08137    ;zuclopenthixol (acétate de);ANS nom préféré
06941;06941    ;zuclopenthixol (décanoate de);ANS nom préféré
09182;09182    ;zuclopenthixol (dichlorhydrate de);ANS nom préféré
99970;41748    ;épolamine de diclofénac;ANS autre nom
99920;99920    ;neisseria meningitidis (oligoside de) (souche C11) groupe C conjugué à la protéine CRM-197 de Corynebacterium diphteriae;ANS autre nom
99915;99915    ;acide risédronique;ANS autre nom
98774;51593    ;citrate de zinc trihydraté;ANS autre nom
98763;72417    ;chlorhydrate de midodrine;ANS autre nom
98677;24592    ;alcool à 95 pour cent;ANS autre nom
98588;98588    ;acide zolédronique monohydraté;ANS autre nom
98546;48905    ;(S)-malate de cabozantinib;ANS autre nom
97899;89259    ;hexafluorure de soufre;ANS autre nom
97838;27881    ;chlorhydrate de clindamycine hydraté;ANS autre nom
97603;48956    ;chlorhydrate de sertraline;ANS autre nom
97462;71318    ;Streptococcus pneumoniae sérotype 5 (polyoside de) conjugué à la protéine vectrice CRM197;ANS autre nom
97454;39984    ;sulfate de cuivre anhydre;ANS autre nom
97382;31922    ;trifluoroacétate de corticoréline (humaine) synthétique;ANS autre nom
97368;77912    ;chlorhydrate de fingolimod;ANS autre nom
97362;47476    ;chlorhydrate de cinacalcet;ANS autre nom
97324;61488    ;sulfate d'isavuconazonium;ANS autre nom
97217;68675    ;chlorhydrate d'idarubicine;ANS autre nom
96774;46526    ;acétate de zinc dihydraté;ANS autre nom
96655;48357    ;kétorolac trométhamine;ANS autre nom
96013;96013    ;chlorhydrate d'amiloride anhydre;ANS autre nom
95952;95952    ;extrait allergénique de pollen de dactyle vulgaire;ANS autre nom
95887;60212    ;antigène coquelucheux : anatoxine ;ANS autre nom
95704;68649    ;mésilate de dabrafénib;ANS autre nom
95405;52852    ;carboxymaltose ferrique;ANS autre nom
95375;70204    ;glycérophosphate de sodium pentahydraté;ANS autre nom
94707;18399    ;nitrate de sertaconazole;ANS autre nom
94401;95742    ;chlorhydrate de bendamustine;ANS autre nom
94263;25334    ;hydroxyde de méthylthioninium;ANS autre nom
94208;72847    ;disulfure de dibenzothiazole;ANS autre nom
94194;94194    ;potassium (dichromate de);ANS autre nom
94174;24939    ;mésilate de dihydralazine;ANS autre nom
94011;70623    ;chlorhydrate de rilpivirine;ANS autre nom
93978;92803    ;acétate de dégarélix;ANS autre nom
93913;54909    ;acétate de ganirélix;ANS autre nom
93748;33996    ;bésilate d'amlodipine;ANS autre nom
93351;57320    ;xinafoate de salmétérol;ANS autre nom
93286;93286    ;acide clavulanique;ANS autre nom
93201;65417    ;chlorure ferreux tétrahydraté;ANS autre nom
93119;93119    ;Streptococcus pneumoniae sérotype 18C (oligoside de) conjugué à la protéine vectrice CRM197;ANS autre nom
93094;66250    ;acide folique hydraté;ANS autre nom
92869;92869    ;sodium (thiosulfate de) anhydre;ANS autre nom
92808;29937    ;chlorhydrate d'alectinib;ANS autre nom
92734;56832    ;chlorhydrate de valaciclovir;ANS autre nom
92248;91460    ;diaspartate de pasiréotide;ANS autre nom
92098;32285    ;bitartrate de nicotine dihydraté;ANS autre nom
92082;25691    ;tartrate de varénicline;ANS autre nom
91695;78929    ;lactate de sodium anhydre;ANS autre nom
91576;42795    ;chlorhydrate de palonosétron;ANS autre nom
91322;73931    ;acétate de bulévirtide;ANS autre nom
91140;79474    ;fumarate de ténofovir alafénamide;ANS autre nom
90708;44244    ;extrait sec de rhizome d'actée à grappes;ANS autre nom
90670;40783    ;chlorhydrate de nébivolol;ANS autre nom
90645;93633    ;sulfate de larotrectinib;ANS autre nom
90563;41302    ;dichlorhydrate de saproptérine;ANS autre nom
90495;70941    ;sulfate de chondroïtine  ;ANS autre nom
89901;87241    ;fumarate de ténofovir disoproxil;ANS autre nom
89840;73714    ;mésilate de lomitapide;ANS autre nom
89617;86541    ;mésilate d'éprosartan;ANS autre nom
89423;36052    ;extrait sec de racine de gentiane;ANS autre nom
89235;89235    ;acétate de sodium anhydre;ANS autre nom
89161;73639    ;chlorhydrate de valganciclovir;ANS autre nom
88822;88822    ;leuproréline (acétate de);ANS autre nom
88245;35096    ;bromure de tiotropium monohydraté;ANS autre nom
88219;80963    ;chlorhydrate de rolapitant monohydraté;ANS autre nom
87834;33011    ;citrate de tofacitinib;ANS autre nom
87746;63709    ;chlorhydrate de topotécane;ANS autre nom
87658;27805    ;sulfate d'atazanavir;ANS autre nom
87592;20927    ;extrait sec des parties aériennes de thym;ANS autre nom
87477;64486    ;chlorhydrate de pazopanib;ANS autre nom
87000;30056    ;fumarate de cobimétinib;ANS autre nom
86897;86897    ;fumarate de diroximel;ANS autre nom
86571;96777    ;chlorhydrate de tramadol;ANS autre nom
85939;47400    ;chlorhydrate de sitagliptine monohydraté;ANS autre nom
85578;85578    ;acide carglumique;ANS autre nom
85360;40061    ;diphosphate de sonidégib;ANS autre nom
85291;18626    ;chlorure ferrique hexahydraté;ANS autre nom
85257;54981    ;chlorhydrate de pitolisant;ANS autre nom
85057;78000    ;chlorhydrate de nalméfène dihydraté;ANS autre nom
85055;52160    ;chlorhydrate de migalastat;ANS autre nom
85054;65030    ;vitamine D3 (concentrat de), forme pulvérulente;ANS autre nom
85054;46096    ;concentrat de cholécalciférol, forme pulvérulente;ANS autre nom
84951;62525    ;nitrate d'oxiconazole;ANS autre nom
84805;73262    ;sulfate de nickel hexahydraté;ANS autre nom
84578;57729    ;dihydroartémisinine;ANS autre nom
84393;84393    ;sodium (molybdate (VI) [99 Mo] de);ANS autre nom
83934;74695    ;chlorhydrate de ropivacaïne;ANS autre nom
83813;67372    ;acétate de somatoréline;ANS autre nom
83705;39380    ;tosilate de sulfate de céfidérocol;ANS autre nom
83503;89316    ;chlorhydrate de dapoxétine;ANS autre nom
83321;75207    ;mésilate de dabigatran étexilate;ANS autre nom
83176;97243    ;chlorhydrate de dorzolamide;ANS autre nom
83067;17591    ;Neisseria meningitidis du groupe W135 (oligoside de) conjugué à la protéine CRM197;ANS autre nom
82477;89126    ;chlorhydrate de mycophénolate mofétil;ANS autre nom
82435;45324    ;acétate de nafaréline;ANS autre nom
81716;58691    ;clodronate de sodium tétrahydraté;ANS autre nom
81716;81716    ;sodium (clodronate de) tétrahydraté;ANS autre nom
81549;85096    ;complexe nicotine-bétadex;ANS autre nom
81299;89078    ;acétate d'éthyle de cabazitaxel;ANS autre nom
80978;25552    ;bromure d'ipratropium anhydre;ANS autre nom
80755;38388    ;phosphate de ténofovir disoproxil;ANS autre nom
80744;57880    ;chlorhydrate de sitagliptine;ANS autre nom
80639;36525    ;sulfate de fomépizole;ANS autre nom
80476;83930    ;chlorhydrate de duloxétine;ANS autre nom
80457;80457    ;méglumine (tafamidis de);ANS autre nom
80432;53688    ;chlorhydrate de prasugrel;ANS autre nom
80353;93982    ;acétate de cétrorélix;ANS autre nom
80301;64975    ;acétate d'atosiban;ANS autre nom
80185;83125    ;acétate de magnésium tétrahydraté;ANS autre nom
80062;69396    ;malate de sitagliptine;ANS autre nom
79988;83047    ;extrait sec d'érysimum;ANS autre nom
79968;54820    ;hémitartrate de rasagiline;ANS autre nom
79853;23291    ;chlorhydrate de naloxone dihydraté;ANS autre nom
79594;72784    ;nitrate d'omoconazole;ANS autre nom
79591;37633    ;citrate d'ixazomib;ANS autre nom
79576;01563    ;polyéthylèneglycol 3350;ANS autre nom
79569;65946    ;oxyde de magnésium léger;ANS autre nom
79568;82725    ;oxyde de magnésium lourd;ANS autre nom
79537;40183    ;chlorhydrate de lysine;ANS autre nom
79482;49611    ;chlorhydrate de ciprofloxacine;ANS autre nom
79270;93140    ;chlorhydrate de raloxifène;ANS autre nom
79172;79172    ;hydrogène (peroxyde d');ANS autre nom
78924;20260    ;oxalate d'escitalopram;ANS autre nom
78513;54546    ;chlorhydrate de valaciclovir monohydraté;ANS autre nom
78337;68124    ;sous-citrate de bismuth potassique;ANS autre nom
78319;75321    ;chlorhydrate de dronédarone;ANS autre nom
78279;22861    ;acétate de caspofungine ;ANS autre nom
78014;32134    ;chlorhydrate d'olodatérol;ANS autre nom
77742;35292    ;sulfate d'abacavir;ANS autre nom
77402;44511    ;Streptococcus pneumoniae sérotype 7F (polyoside de) conjugué à la protéine vectrice CRM197;ANS autre nom
77311;71885    ;dichlorhydrate de céfépime monohydraté;ANS autre nom
77082;91040    ;acétate de lanréotide;ANS autre nom
76779;88453    ;tétraphosphate de pipéraquine tétrahydraté;ANS autre nom
76371;97185    ;bésilate de prasugrel;ANS autre nom
76079;76079    ;calcium (lévofolinate de);ANS autre nom
76007;76007    ;Streptococcus pneumoniae sérotype 23F (polyoside de) conjugué à la protéine vectrice CRM197;ANS autre nom
75939;34157    ;benzoyle (peroxyde de) hydraté;ANS autre nom
75712;75712    ;azote (protoxyde d');ANS autre nom
75210;53412    ;chlorhydrate de milnacipran;ANS autre nom
74856;61414    ;solution de (S)-lactate de sodium;ANS autre nom
74765;90530    ;phosphate de codéine hémihydraté;ANS autre nom
74419;35488    ;bromhydrate de prasugrel;ANS autre nom
74224;74224    ;acétate de somatostatine hydraté;ANS autre nom
74175;22772    ;alcool cinnamique;ANS autre nom
74175;37337    ;alcool cinnamylique;ANS autre nom
74175;74175    ;cinnamique (alcool);ANS autre nom
73676;73676    ;extrait allergénique de pollen d'ivraie vivace;ANS autre nom
73377;98960    ;phosphate de dexaméthasone;ANS autre nom
73086;73086    ;chlorhydrate de naratriptan;ANS autre nom
72906;22206    ;mésilate de lenvatinib;ANS autre nom
72352;34650    ;chlorhydrate de dalbavancine;ANS autre nom
72310;58822    ;pentétate d'indium [111 In];ANS autre nom
72288;41303    ;phosphate d'aluminium;ANS autre nom
72074;72074    ;mémantine base;ANS autre nom
71938;44436    ;bromure de benzododécinium hydraté;ANS autre nom
71300;84197    ;sodium (lévofolinate de);ANS autre nom
70863;59624    ;acide folique anhydre;ANS autre nom
70832;47127    ;extrait sec de grande camomille;ANS autre nom
70794;49600    ;Streptococcus pneumoniae sérotype 19A (polyoside de) conjugué à la protéine vectrice CRM197;ANS autre nom
70766;69371    ;sodium (aurotiosulfate de);ANS autre nom
70544;23734    ;acétate de caspofungine ;ANS autre nom
70212;18615    ;phosphate sodique d'hydrocortisone;ANS autre nom
70175;70175    ;mébutate d'ingénol;ANS autre nom
69518;70920    ;chlorhydrate de glucagon ;ANS autre nom
69446;67162    ;chlorure de germanium (68Ge);ANS autre nom
69045;50034    ;acétate d'argipressine;ANS autre nom
68875;18484    ;mésilate de safinamide;ANS autre nom
68712;87753    ;chlorhydrate de mercaptamine;ANS autre nom
68227;90702    ;mésilate d'imatinib;ANS autre nom
68172;46861    ;déoxy-2'coformycine;ANS autre nom
67656;86658    ;mésilate d'éribuline;ANS autre nom
67602;67602    ;sodium (pamidronate de);ANS autre nom
67541;63249    ;chlorure de suxaméthonium dihydraté;ANS autre nom
67519;64505    ;sulfate d'indinavir;ANS autre nom
67402;33837    ;extrait sec de feuille et fleur d'aubépine;ANS autre nom
67154;71901    ;chlorhydrate de donépézil monohydraté;ANS autre nom
67056;76118    ;acide lévofolinique;ANS autre nom
66954;52620    ;chlorhydrate de tipiracil;ANS autre nom
66917;27284    ;sulfate de sélumétinib;ANS autre nom
66916;46864    ;sodium (isospaglumate de);ANS autre nom
66548;29515    ;fludésoxyglucose (18F) (solution injectable de);ANS autre nom
66494;37821    ;chlorhydrate de tamsulosine;ANS autre nom
66304;21611    ;tartrate de vinorelbine;ANS autre nom
66219;66219    ;chlorhydrate de fexofénadine;ANS autre nom
66038;42649    ;benzoate de rizatriptan;ANS autre nom
65999;80946    ;dimethylsufloxyde de tramétinib;ANS autre nom
65961;65961    ;bromure de méthylnaltrexone;ANS autre nom
65947;72738    ;poudre de tégument de la graine d'ispaghul;ANS autre nom
65918;44189    ;complexe piroxicam-bétacyclodextrine;ANS autre nom
65918;56856    ;complexe piroxicam-bétadex;ANS autre nom
65918;82848    ;piroxicam-bétacyclodextrine (complexe);ANS autre nom
65684;65684    ;zinc (diéthyldithiocarbamate de);ANS autre nom
65381;65381    ;sulfate de ciprofloxacine;ANS autre nom
65118;77801    ;dichlorure de radium (223Ra);ANS autre nom
65061;81119    ;fosfomycin tromethamine;ANS autre nom
65045;65045    ;lysine (aztréonam de);ANS autre nom
64357;98591    ;chlorure d'yttrium [90Y];ANS autre nom
64143;85523    ;chlorhydrate d'épinastine;ANS autre nom
64091;86379    ;chlorhydrate de quinagolide;ANS autre nom
62942;32307    ;botulinique ( toxine) type B ;ANS autre nom
62904;57793    ;chlorhydrate de granisétron;ANS autre nom
62835;74015    ;bésilate de cisatracurium;ANS autre nom
62546;65870    ;chlorhydrate de l'acide 5-aminolévulinique;ANS autre nom
62468;73942    ;glycérol (phénylbutyrate de);ANS autre nom
62411;88220    ;antigène coquelucheux : hémagglutinine filamenteuse ;ANS autre nom
62114;62114    ;acide gadotérique;ANS autre nom
61823;61823    ;acide obéticholique;ANS autre nom
61522;61522    ;bromure de tiotropium;ANS autre nom
61493;43329    ;acétate d'eslicarbazépine;ANS autre nom
61297;94686    ;maléate de lisuride;ANS autre nom
61226;43087    ;extrait sec de fleur de primevère;ANS autre nom
60929;85825    ;dichlorhydrate de cétirizine;ANS autre nom
60921;82118    ;chlorhydrate de sélégiline;ANS autre nom
60920;36963    ;acétate de terlipressine;ANS autre nom
60901;62952    ;EXTRAIT FLUIDE DE MARRON D'INDE;ANS autre nom
60861;96718    ;extrait sec de chardon Marie;ANS autre nom
60754;60754    ;Streptococcus pneumoniae sérotype 6B (polyoside de) conjugué à la protéine vectrice CRM197;ANS autre nom
60723;60723    ;furoate de fluticasone;ANS autre nom
60642;52384    ;sodium (iodure [131 I] de);ANS autre nom
60394;21733    ;tartrate de brimonidine;ANS autre nom
60310;89317    ;chlorhydrate d'alfuzosine;ANS autre nom
60284;60284    ;attapulgite de Mormoiron;ANS autre nom
60271;24129    ;méthionine, DL-;ANS autre nom
60254;47772    ;chlorhydrate de térazosine dihydraté;ANS autre nom
60116;44660    ;succinate de ribociclib;ANS autre nom
60091;98762    ;phosphate d'oséltamivir;ANS autre nom
59533;46408    ;extrait sec de valériane;ANS autre nom
59477;68443    ;oxyde de gadolinium;ANS autre nom
59394;29517    ;rapamycine;ANS autre nom
59266;42153    ;chlorhydrate d'abacavir monohydraté;ANS autre nom
58961;70742    ;dichlorhydrate de bérotralstat;ANS autre nom
58471;72477    ;dichlorhydrate de trientine;ANS autre nom
58382;31392    ;bromhydrate d'élétriptan;ANS autre nom
58129;58359    ;Streptococcus pneumoniae sérotype 1 (polyoside de ) conjugué à la protéine vectrice CRM 197;ANS autre nom
58062;58062    ;Streptococcus pneumoniae sérotype 4 (polyoside de) conjugué à la protéine vectrice CRM197;ANS autre nom
57670;23101    ;acétate de triptoréline;ANS autre nom
57329;30055    ;extrait sec d'oseille crépue;ANS autre nom
57218;54186    ;Bouleau blanc (Extrait allergénique de pollen de);ANS autre nom
56635;56635    ;chlorhydrate de lidocaïne anhydre;ANS autre nom
56454;22528    ;dichlorhydrate de fédratinib monohydraté;ANS autre nom
56010;74430    ;Neisseria meningitidis de groupe C (polyoside de) conjugué à l'anatoxine tétanique ;ANS autre nom
55777;65227    ;tartrate d'éliglustat;ANS autre nom
55721;86947    ;carbonate de sévélamer;ANS autre nom
55705;02582    ;sodium (fluvastatine de);ANS autre nom
55647;55647    ;macroagrégats d'albumine humaine plasmatique;ANS autre nom
