Code_Substance;Code_SMS;Lib_Pref_Fran;Lib_Pref_Anglais;Date_Crea_Substance;Date_Modif_Substance
55410;100000081237;felbamate;;08/07/1997;07/04/2009
55432;100000080901;mivacurium (chlorure de);;08/07/1997;07/06/2011
55485;100000091273;répaglinide;;15/11/1999;07/12/2010
55512;100000093043;rivastigmine (hydrogénotartrate de);;07/03/2000;30/11/2010
55634;NA;polyoside de Streptococcus pneumoniae sérotype 9V conjugué à la protéine vectrice CRM197;;10/05/2006;24/03/2023
55647;100000087395;albumine humaine plasmatique (macroagrégats d');;25/05/1999;07/06/2022
55705;100000089873;fluvastatine sodique;;08/07/1997;25/11/2011
55721;100000091682;sévélamer (carbonate de);;20/08/2008;
55777;100000166190;éliglustat (tartrate d');;30/12/2014;
55910;100000089581;rotigotine;;28/02/2006;28/02/2006
55952;100000174423;axicabtagène ciloleucel ;;16/10/2018;16/10/2018
56010;100000090605;polyoside de Neisseria meningitidis de groupe C conjugué à l'anatoxine tétanique ;;03/07/2001;29/01/2021
56132;100000093015;adéfovir dipivoxil;;07/08/2000;02/06/2008
56173;100000089989;félodipine;;08/07/1997;07/04/2009
56193;100000159604;disperse blue 106;;30/07/2020;30/07/2020
56262;100000089658;dalbavancine;;25/09/2007;25/09/2007
56345;100000124156;ceftaroline fosamil;;20/09/2012;23/10/2012
56421;100000089519;erlotinib;;03/11/2005;13/03/2013
56429;NA;dihydrogénophosphate de sodium dodécahydraté;;25/05/1999;20/02/2023
56454;300000001520;fédratinib (dichlorhydrate de) monohydraté;;25/03/2021;25/03/2021
56568;100000082009;loprazolam;;06/11/2003;29/05/2013
56593;NA;phosphore;;19/02/2002;20/02/2023
56635;100000127956;lidocaïne (chlorhydrate de) anhydre;;27/05/2002;31/01/2012
56797;NA;protéine L1 de Papillomavirus humain de type 18 (HPV) (recombinant, adsorbé, avec adjuvant) ;;06/12/2007;19/02/2023
56894;100000089921;altéplase ;;08/07/1997;24/03/2023
56996;100000127699;cobicistat;;11/05/2012;
57000;300000027771;bilastine monohydratée;;18/08/2021;18/08/2021
57088;100000091311;citalopram;;29/11/2001;02/10/2008
57095;100000086521;zanamivir hydraté;;29/04/2019;29/04/2019
57147;100000170770;rélébactam;;30/01/2020;30/01/2020
57329;NA;oseille crépue (extrait sec d');;20/10/2021;21/10/2021
57345;100000159812;eftrénonacog alfa ;;13/05/2016;13/05/2016
57624;300000016760;adénovirus de chimpanzé codant pour la glycoprotéine Spike du SARS-CoV-2 ;;22/01/2021;01/02/2021
57655;100000089325;rotavirus réassortant humain-bovin de sérotype G4 (vivant) ;;26/07/2006;17/07/2012
57658;100000169020;risankizumab ;;20/05/2019;20/05/2019
57670;100000090505;triptoréline (acétate de);;11/02/2002;05/10/2010
57675;NA;polyoside Haemophilus influenzae type b conjugué à l'anatoxine tétanique;;08/07/1997;24/03/2023
57760;100000143251;tramétinib;;28/04/2014;28/04/2014
57781;100000080527;salmétérol;;02/11/2001;24/01/2013
57861;100000082553;landiolol;;08/12/2016;
58062;NA;polyoside de Streptococcus pneumoniae sérotype 4 conjugué à la protéine vectrice CRM197;;10/05/2006;24/03/2023
58129;NA;polyoside de Streptococcus pneumoniae sérotype 1 conjugué à la protéine vectrice CRM 197;;04/03/2010;08/09/2010
58205;100000160645;cellules épithéliales cornéennes humaines autologues amplifiées ex vivo contenant des cellules souches;;16/03/2015;
58312;100000174462;trastuzumab déruxtécan ;;11/03/2021;11/03/2021
58345;100000166185;ribociclib;;19/10/2017;19/10/2017
58382;100000091986;élétriptan (bromhydrate d');;20/11/2001;12/03/2009
58471;100000084643;trientine (dichlorhydrate de);;12/07/2019;12/07/2019
58472;100000090470;adéfovir;;07/04/2003;28/09/2010
58569;100000175477;patisiran sodique;;27/11/2018;27/11/2018
58587;100000088228;poractant alfa ;;08/07/1997;23/12/2010
58648;NA;Vibrio cholerae Inaba 6973, biotype El Tor, inactive inactivé par le formaldéhyde;;02/06/2004;24/03/2023
58713;NA;oméprazole magnésium;;25/05/1999;05/12/2006
58782;NA;virus de l'encéphalite japonaise inactivé, souche SA(14)-14-2 ;;08/10/2009;
58807;100000085231;sulésomab ;;15/10/1999;
58842;100000156788;céritinib;;02/04/2015;21/03/2017
58961;300000005362;bérotralstat (dichlorhydrate de);;05/05/2021;06/05/2021
59266;100000177319;abacavir (chlorhydrate d') monohydraté;;10/05/2017;20/11/2022
59326;NA;maïs (pollen brut séché de), extrait sec de;;19/10/2016;20/02/2023
59394;100000089170;sirolimus;;23/04/1999;19/11/2010
59477;NA;gadolinium (oxyde de);;08/07/1997;12/10/2017
59478;100000175537;nusinersen sodique;;04/07/2017;04/07/2017
59533;NA;extrait de valériane (sec);;23/09/2002;16/12/2019
59691;100000081102;quétiapine;;19/09/2007;07/01/2013
59696;100000085455;ganciclovir;;21/06/1999;06/10/2011
59700;100000081292;cilastatine;;11/07/2002;03/07/2017
59737;100000089184;riluzole;;15/11/1999;08/12/2010
59781;100000089154;varénicline;;02/11/2006;
59783;NA;polyosides de Streptococcus pneumoniae sérotype 20;;15/11/2000;20/02/2023
59860;100000085244;brinzolamide;;25/08/1999;06/02/2009
59885;100000085261;béclométasone;;02/11/2001;23/06/2008
59970;NA;protéine L1 recombinante adsorbée du virus humain Papillomavirus HPV type 18 ;;05/04/2006;19/02/2023
59982;NA;mauve (feuille de);;16/09/2002;20/02/2023
59983;100000085626;méropénem trihydraté;;25/05/1999;10/10/2011
59997;NA;pémétrexed disodique hémipentahydraté;;05/12/2014;
60077;100000091529;lévofloxacine hémihydratée;;23/04/1999;21/11/2011
60091;100000091466;oséltamivir (phosphate d');;19/11/1999;21/02/2011
60116;100000170331;ribociclib (succinate de);;19/10/2017;19/10/2017
60159;100000085436;filgrastim ;;08/07/1997;23/04/1999
60167;100000091712;méropénem;;20/06/2002;23/05/2013
60189;100000089148;époétine zêta ;;08/06/2007;15/01/2023
60217;100000080655;milrinone;;08/07/1997;05/10/2011
60254;100000086021;térazosine (chlorhydrate de) dihydraté;;08/07/1997;25/10/2010
60255;100000091631;lisinopril dihydraté;;08/07/1997;27/10/2011
60258;100000080255;énoximone;;08/07/1997;16/03/2009
60273;NA;ester boronique de mannitol;;21/07/2004;20/02/2023
60284;100000087348;attapulgite;;08/07/1997;
60310;100000091802;alfuzosine (chlorhydrate d');;08/07/1997;06/06/2008
60311;100000090223;nitrendipine;;08/07/1997;07/06/2011
60394;100000091796;brimonidine (tartrate de);;09/12/1998;05/11/2015
60459;100000091720;emtricitabine;;14/04/2003;13/03/2009
60629;100000092647;idébénone;;27/09/2007;21/03/2017
60630;100000085437;ganirélix;;18/07/2013;17/03/2014
60642;100000093019;iodure (131I) de sodium;;11/02/2002;10/03/2023
60674;NA;myrtille (fruit de) (extrait sec de);;08/07/1997;
60707;100000091894;imatinib;;13/12/2001;06/11/2018
60723;100000092736;fluticasone (furoate de);;06/03/2008;05/03/2013
60754;NA;polyoside de Streptococcus pneumoniae sérotype 6B conjugué à la protéine vectrice CRM197;;10/05/2006;24/03/2023
60861;NA;chardon Marie (extrait sec de);;08/01/2016;08/01/2016
60901;NA;marron d'Inde (extrait fluide de);;03/10/2002;26/07/2004
60910;100000082322;examétazime;;08/07/1997;28/12/2007
60920;100000091321;terlipressine (acétate de);;08/07/1997;14/10/2010
60921;100000091038;sélégiline (chlorhydrate de);;08/07/1997;03/12/2010
60922;100000079682;monmectite;;08/07/1997;08/09/2011
60929;100000091468;cétirizine (dichlorhydrate de);;08/07/1997;17/09/2008
61019;100000090452;urofollitropine ;;19/06/2002;04/10/2011
61112;100000153033;ésoméprazole magnésique trihydraté;;07/08/2000;19/03/2014
61226;NA;primevère (fleur de), extrait sec de;;20/10/2021;20/10/2021
61268;NA;polyosides de Streptococcus pneumoniae sérotype 7F;;15/11/2000;20/02/2023
61297;100000086150;lisuride (maléate de);;08/07/1997;27/10/2011
61321;100000091294;apixaban;;28/06/2011;21/11/2022
61457;100000089193;tériparatide;;12/12/2016;
61469;100000166294;talazoparib;;20/06/2019;20/06/2019
61522;100000077237;tiotropium (bromure de);;16/12/2014;
61545;100000158307;oxyhydroxyde sucroferrique;;16/09/2014;16/09/2014
61676;100000132863;argatroban monohydraté;;21/07/2005;08/09/2005
61823;100000141528;obéticholique (acide);;20/12/2016;
61835;100000168720;filgotinib;;06/10/2020;06/10/2020
61992;100000124505;afatinib;;12/08/2013;13/03/2014
62004;100000092224;oxcarbazépine;;07/08/2000;22/02/2011
62047;100000087991;pémétrexed disodique heptahydraté;;04/11/2004;06/01/2011
62086;100000089387;alitrétinoïne;;25/08/1999;26/10/2006
62114;100000089855;gadotérique (acide);;23/12/2002;27/04/2009
62132;100000138043;insuline humaine recombinante isophane biphasique ;;25/04/2013;25/04/2013
62139;100000162553;clodronate disodique anhydre;;13/12/2001;29/01/2013
62155;100000084378;ropinirole;;18/04/2002;10/03/2011
62172;100000092297;éplérénone;;22/07/2004;18/03/2009
62178;100000165993;binimétinib;;10/12/2018;10/12/2018
62180;100000092759;acéclofénac;;25/05/1999;14/10/2008
62228;100000089407;parécoxib;;11/07/2002;
62257;NA;mycophénolate sodique;;22/12/2003;13/07/2011
62283;100000079086;vinblastine anhydre;;05/08/2002;
62332;100000115519;fragments F(ab')2 d'immunoglobuline équine antivenimeuse de vipère européenne : venin de vipera aspis ;;03/07/2001;
62411;100000089680;antigène pertussique : hémagglutinine filamenteuse ;;25/05/1999;24/03/2023
62454;100000115275;régadénoson;;26/10/2010;21/11/2012
62468;100000141661;phénylbutyrate de glycérol;;19/11/2015;19/11/2015
62483;NA;Extrait allergénique de Dermatophagoides farinae;;05/02/2004;07/03/2023
62546;100000089584;acide 5-aminolévulinique (chlorhydrate de l');;29/03/1999;20/01/2012
62595;100000091301;daltéparine sodique ;;08/07/1997;20/11/1998
62668;NA;valériane (racine de) (extrait sec aqueux de);;20/11/2003;15/07/2004
62690;NA;polyosides de Streptococcus pneumoniae sérotype 8;;15/11/2000;20/02/2023
62794;100000079091;vinflunine;;24/12/2009;08/01/2010
62835;100000090476;cisatracurium (bésilate de);;08/07/1997;27/08/2010
62904;100000090454;granisétron (chlorhydrate de);;08/07/1997;05/05/2009
62942;100000089285;toxine botulinique type B ;;15/10/1999;08/03/2011
63050;100000155412;éliglustat;;30/12/2014;
63092;NA;cabotégravir sodique;;22/08/2019;22/08/2019
63130;100000092351;acébutolol;;27/11/2001;14/10/2008
63187;NA;dexmédétomidine (chlorhydrate de);;25/08/1999;18/02/2023
63229;100000144525;péginterféron bêta-1a ;;25/07/2014;
63303;100000081576;céfalotine;;03/10/2002;
63468;NA;virus de l'encéphalite à tique souche Neudoerfl inactivé ;;15/10/1999;19/02/2023
63547;100000144942;simoctocog alfa ;;09/07/2014;09/07/2014
63622;100000125897;inotuzumab ozogamicine ;;05/07/2017;05/07/2017
63795;100000089417;infliximab ;;23/06/2016;23/06/2016
63854;100000089391;célécoxib;;07/08/2000;11/03/2013
64091;100000090012;quinagolide (chlorhydrate de);;08/07/1997;13/12/2010
64114;100000091504;manganèse;;19/02/2002;20/02/2023
64143;100000087245;épinastine (chlorhydrate d');;23/12/2002;17/03/2009
64251;100000092280;famciclovir;;08/07/1997;07/04/2009
64330;NA;polyosides de Streptococcus pneumoniae sérotype 15B;;15/11/2000;20/02/2023
64357;NA;yttrium [90Y] (chlorure d');;18/11/2002;
64364;NA;cétoleucine calcique;;08/07/1997;
64375;NA;cétovaline calcique;;08/07/1997;20/02/2023
64391;100000090341;lénalidomide;;16/07/2007;18/11/2011
64438;100000082055;losartan;;28/08/2007;28/08/2007
64768;100000092319;fénoprofène calcique;;25/05/1999;07/04/2009
64818;100000089182;rasagiline;;30/05/2005;
64832;100000115521;fragments F(ab')2 d'immunoglobuline équine antivenimeuse de vipère européenne : venin de vipera ammodytes ;;03/07/2001;20/02/2023
64851;100000082422;tamsulosine;;16/09/2002;
64860;100000087462;almotriptan;;02/11/2001;07/10/2010
65045;NA;aztréonam de lysine;;16/04/2008;16/04/2008
65061;100000089872;fosfomycine trométamol;;08/07/1997;22/04/2009
65118;NA;radium (223Ra) (dichlorure de);;27/11/2013;07/02/2014
65268;100000089105;immunoglobuline humaine de l'hépatite B ;;19/02/2002;
65378;100000092746;thrombine humaine ;;08/07/1997;30/05/2012
65381;NA;ciprofloxacine (sulfate de);;03/05/2006;30/05/2006
65465;NA;virus de la grippe fragmenté, inactivé, souche B/Washington/02/2019 - souche analogue (B/Washington/02/2019, type sauvage) ;;12/08/2020;
65546;NA;protéine L1 de Papillomavirus humain de type 16 (HPV) (recombinant, adsorbé, avec adjuvant) ;;06/12/2007;19/02/2023
65595;100000085260;anakinra ;;15/11/2000;
65684;100000134267;diéthyldithiocarbamate de zinc;;08/07/1997;11/01/2013
65723;100000081574;fampridine;;31/08/2011;01/09/2011
65738;100000090388;mycophénolique (acide);;28/11/2001;18/02/2023
65807;100000085468;naloxone;;16/12/2002;04/02/2016
65817;100000080522;élétriptan;;27/11/2001;07/03/2013
65853;100000166075;avélumab ;;14/11/2017;14/11/2017
65875;NA;céfaclor anhydre;;03/12/2001;
65918;NA;piroxicam-bétadex (complexe);;23/07/1999;27/12/2010
65940;100000089572;anidulafungine;;13/09/2004;15/09/2004
65947;NA;ispaghul (tégument de la graine d') (poudre de);;12/02/2004;15/07/2004
65948;100000089395;desloratadine;;07/08/2000;03/12/2008
65961;100000089659;méthylnaltrexone (bromure de);;04/08/2008;04/08/2008
65999;NA;tramétinib (dimethylsufloxyde de);;24/07/2014;24/07/2014
66038;100000090268;rizatriptan (benzoate de);;18/11/1999;14/03/2012
66079;100000089410;brivaracétam;;24/12/2015;
66112;100000158130;ceftolozane;;31/08/2015;
66219;100000092281;fexofénadine (chlorhydrate de);;25/05/1999;10/04/2009
66240;100000080564;rilménidine;;27/08/2002;25/11/2005
66292;100000080903;mizolastine;;14/09/1998;07/09/2011
66304;100000088235;vinorelbine (tartrate de);;08/07/1997;17/09/2010
66422;100000091302;zofénopril calcique;;29/03/1999;22/09/2010
66431;100000092110;ciprofloxacine;;25/05/1999;02/10/2008
66494;100000089670;tamsulosine (chlorhydrate de);;08/07/1997;22/10/2010
66536;NA;antigènes de surface du virus de la grippe, inactivé, souche A/Victoria/2570/2019 (H1N1)pdm09 - souche analogue (A/Victoria/2570/2019 IVR-215) ;;24/09/2021;19/02/2023
66548;100000092614;fludésoxyglucose [18F];;23/09/2002;13/03/2006
66638;100000126166;bédaquiline;;30/12/2013;21/01/2014
66898;100000089114;immunoglobuline humaine rabique ;;15/10/1999;
66916;100000115278;isospaglumate de sodium;;08/07/1997;22/10/2009
66917;100000128757;sélumétinib (sulfate de);;15/06/2021;15/06/2021
66954;100000160904;tipiracil (chlorhydrate de);;02/05/2016;
67021;NA;lénacapavir;;05/07/2022;05/07/2022
67056;100000128077;lévofolinique (acide);;08/07/1997;21/05/2012
67089;NA;strontium [89 Sr] (chlorure de);;08/07/1997;20/02/2023
67102;100000092185;pipéracilline;;02/11/2001;22/12/2011
67154;100000128835;donépézil (chlorhydrate de) monohydraté;;23/03/2011;23/03/2011
67269;NA;vonicog alfa ;;08/10/2018;08/10/2018
67326;NA;bourse à pasteur (extrait fluide de);;05/09/2002;20/02/2023
67373;100000091062;pantoprazole sodique sesquihydraté;;08/07/1997;11/05/2011
67402;NA;aubépine (feuille et fleur d'), extrait sec de;;07/04/2003;07/03/2023
67432;100000092359;énalapril;;05/12/2007;
67473;100000164426;ételcalcétide;;24/11/2016;24/11/2016
67489;NA;virus de la grippe fragmenté, inactivé, souche A/Darwin/9/2021 (H3N2) - souche analogue (A/Darwin/9/2021, IVR-228) ;;04/08/2022;
67519;100000086983;indinavir (sulfate d');;29/03/1999;19/05/2009
67540;100000168509;fébuxostat hémihydraté;;12/09/2017;12/09/2017
67541;100000135573;suxaméthonium (chlorure de) dihydraté;;14/10/2019;14/10/2019
67549;100000080304;rabéprazole;;20/06/2002;26/10/2011
67572;100000125927;diéthylamine;;08/07/1997;16/12/2008
67599;NA;isopropylphénylparaphénylènediamine;;08/07/1997;20/02/2023
67602;NA;pamidronate de sodium;;08/07/1997;22/10/2009
67656;100000115485;éribuline (mésilate d');;24/05/2011;18/08/2022
67668;NA;anifrolumab ;;18/02/2022;18/02/2022
67717;100000089187;sildénafil;;02/12/2002;
67795;NA;polyosides de Streptococcus pneumoniae sérotype 18C;;07/04/2000;20/02/2023
67989;100000164127;antigènes de surface de virus de la grippe, inactivé, souche B/Phuket/3073/2013 - souche analogue (B/Phuket/3073/2013, souche sauvage) ;;20/08/2019;
68172;100000092430;pentostatine;;08/07/1997;07/01/2011
68227;100000091825;imatinib (mésilate d');;11/02/2002;02/12/2011
68364;NA;nirmatrelvir;;02/02/2022;02/02/2022
68555;NA;virus des oreillons (souche RIT 4385 derivée de la souche Jeryl Lynn) attenué ;;03/07/2001;19/02/2023
68590;100000124531;sugammadex sodique;;19/01/2009;18/12/2009
68669;100000128282;dolutégravir;;20/12/2013;17/03/2014
68712;100000089256;mercaptamine (chlorhydrate de);;27/01/2017;
68718;100000124528;vémurafénib;;14/03/2012;08/06/2012
68776;100000089463;entécavir monohydraté;;30/06/2006;17/03/2009
68783;100000086128;lévothyroxine;;04/03/2021;04/03/2021
68875;100000156454;safinamide (mésilate de);;31/12/2014;31/12/2014
69007;NA;interféron gamma-1b;;08/07/1997;20/02/2023
69020;100000081733;mertiatide;;03/03/2006;
69045;300000013121;argipressine (acétate d');;09/07/2018;09/07/2018
69050;100000081807;céfoxitine;;22/05/2002;
69055;100000162983;migalastat;;06/06/2016;
69062;100000080130;foscarnet sodique hexahydraté;;08/07/1997;21/04/2009
69076;NA;p-aminosalicylate de sodium anhydre;;19/07/2002;
69186;NA;virus des oreillons (souche Jeryl Lynn) (vivant, atténué) ;;08/07/1997;24/03/2023
69215;100000092666;flucloxacilline;;03/10/2019;03/10/2019
69280;NA;polyosides de Streptococcus pneumoniae sérotype 12F;;15/11/2000;20/02/2023
69380;NA;zinc (sulfate de) anhydre;;07/04/2003;20/02/2023
69392;100000174876;lanadélumab ;;20/02/2019;20/02/2019
69446;100000168489;germanium (68Ge) (chlorure de);;22/06/2015;22/06/2015
69478;100000085241;anagrélide;;16/01/2003;18/06/2008
69479;100000089194;thalidomide;;18/11/2002;06/03/2013
69506;100000087680;adapalène;;08/07/1997;02/06/2008
69518;100000087239;glucagon (chlorhydrate de) ;;08/10/2018;08/10/2018
69540;100000089639;sugammadex;;10/12/2008;20/11/2022
69676;100000085441;insuline asparte ;;23/04/1999;04/08/2020
69781;100000156567;asparaginase ;;19/01/2016;19/01/2016
69862;100000091787;méfloquine;;07/07/2003;
69916;100000088816;périndopril arginine;;22/07/2004;14/12/2011
70175;100000124379;ingénol (mébutate d');;05/04/2012;05/04/2012
70202;100000089535;bévacizumab ;;20/02/2004;12/01/2023
70212;100000086691;hydrocortisone (phosphate sodique d');;15/06/2015;15/06/2015
70320;100000080761;donépézil;;31/10/2003;24/03/2011
70356;NA;protéine de fusion recombinante fHbp de Neisseria meningitidis groupe B ;;24/01/2013;06/02/2013
70384;100000085440;imiglucérase ;;15/10/1999;
70453;100000091843;dégarélix;;10/03/2008;10/03/2008
70502;100000080700;fludrocortisone;;19/07/2002;
70512;100000083710;déméclocycline;;19/07/2002;03/12/2008
70530;100000143250;tilmanocept;;19/11/2014;20/02/2023
70544;100000089286;caspofungine (acétate de) ;;01/06/2018;
70638;100000085452;nitisinone;;20/11/2003;07/06/2011
70766;100000083525;aurotiosulfate de sodium;;30/07/2020;30/07/2020
70793;100000151771;idélalisib;;30/09/2014;30/09/2014
70794;NA;polyoside de Streptococcus pneumoniae sérotype 19A conjugué à la protéine vectrice CRM197;;01/09/2010;08/09/2010
70829;100000078099;sodium;;27/05/2002;15/06/2009
70832;NA;grande camomille (extrait sec de);;16/09/2002;26/02/2020
70833;100000092313;trandolapril;;08/07/1997;29/09/2010
70863;100000131503;folique (acide) anhydre;;29/07/2011;26/08/2011
